Nama Lokasi,Hari,Jam Login,Nama,Jenis Kelamin,Email,No Telp,Provider Seluler,Tahun Lahir,Merek HP,Digital Interest,Location Type,Durasi
Mall Pesona Sky,Kamis,18:25:25,Nabilah Sari Sari,Laki-laki,Nabilah_Sari_Sari@gmail.com,089773973317,Telkomsel,1998,Samsung,Sosial Media,Mall,02:47:14
RS Sky Pesona,Rabu,12:46:03,Nabilah Sari Siti,Perempuan,Nabilah_Sari_Siti@gmail.com,088943537292,Smartfren,1998,Lenovo,Work Stuff,Rumah Sakit,00:19:06
Halte Larry Specta,Kamis,08:46:01,Nabilah Sari Fitri,Perempuan,Nabilah_Sari_Fitri@gmail.com,082523459210,Indosat,1973,Xiaomi,Sosial Media,Halte,02:41:32
Halte Star Rainbow,Jumat,20:54:25,Nabilah Siti Bayu,Laki-laki,Nabilah_Siti_Bayu@gmail.com,087757001114,Telkomsel,2004,Infinix,Work Stuff,Halte,01:03:08
Restoran Gudetama Permata,Kamis,13:10:27,Nabilah Siti Fajar,Perempuan,Nabilah_Siti_Fajar@gmail.com,086914250029,Indosat,1985,Samsung,Game,Restoran,02:02:54
Mall Gudetama Gemilang,Kamis,08:51:03,Nabilah Siti Ilham,Perempuan,Nabilah_Siti_Ilham@gmail.com,089148814975,Indosat,1976,Samsung,Social Connection,Mall,01:32:07
RS Larry Star,Kamis,09:21:28,Nabilah Siti Wahyu,Laki-laki,Nabilah_Siti_Wahyu@gmail.com,083620718041,Indosat,1971,Samsung,Work Stuff,Rumah Sakit,00:22:58
Mall Gemilang Domo,Rabu,18:42:09,Nabilah Siti Rizki,Laki-laki,Nabilah_Siti_Rizki@gmail.com,087635348562,3,1993,Huawei,Work Stuff,Mall,00:20:23
Halte Rotello Larry,Senin,18:35:16,Nabilah Siti Naufal,Perempuan,Nabilah_Siti_Naufal@gmail.com,081472138109,Telkomsel,1986,Huawei,Sosial Media,Halte,01:41:07
Halte Jaguar Rotello,Sabtu,13:28:47,Nabilah Siti Tono,Perempuan,Nabilah_Siti_Tono@gmail.com,082068814318,Indosat,1978,Iphone,Work Stuff,Halte,00:27:04
Kafe Rainbow Jaguar,Senin,20:21:35,Nabilah Siti Bagus,Laki-laki,Nabilah_Siti_Bagus@gmail.com,083889933977,Smartfren,1985,Samsung,Hiburan,Kafe,01:16:43
Halte Rotello Domo,Selasa,12:01:44,Nabilah Siti Asep,Laki-laki,Nabilah_Siti_Asep@gmail.com,084087900973,XL,2005,Oppo,Hiburan,Halte,02:47:26
Kafe Rainbow Rotello,Selasa,11:53:41,Nabilah Siti Kartika,Perempuan,Nabilah_Siti_Kartika@gmail.com,087186471608,XL,2005,Huawei,Hiburan,Kafe,00:55:00
Restoran Specta Tjantik,Jumat,20:36:14,Nabilah Siti Ayu,Laki-laki,Nabilah_Siti_Ayu@gmail.com,088034565388,XL,1993,Infinix,Work Stuff,Restoran,01:49:37
RS Jaguar Gemilang,Minggu,12:56:09,Nabilah Siti Alma,Laki-laki,Nabilah_Siti_Alma@gmail.com,089751023473,Telkomsel,1997,Xiaomi,Social Connection,Rumah Sakit,00:34:35
RS Rotello Sunshine,Kamis,07:43:26,Nabilah Siti Nabilah,Perempuan,Nabilah_Siti_Nabilah@gmail.com,081466480992,Smartfren,1989,Realme,Work Stuff,Rumah Sakit,00:56:33
Restoran Star Jaguar,Senin,13:27:48,Nabilah Siti Putri,Perempuan,Nabilah_Siti_Putri@gmail.com,088113376327,XL,1997,Infinix,Hiburan,Restoran,01:47:31
Halte Tjantik Sunshine,Sabtu,19:47:07,Nabilah Siti Lia,Laki-laki,Nabilah_Siti_Lia@gmail.com,081455023945,Indosat,1990,ASUS,Hiburan,Halte,00:28:14
Kafe Rainbow Specta,Selasa,10:09:24,Nabilah Siti Sari,Perempuan,Nabilah_Siti_Sari@gmail.com,089590507259,Indosat,1988,Samsung,Social Connection,Kafe,02:33:59
RS Sky Larry,Selasa,11:28:07,Nabilah Siti Siti,Perempuan,Nabilah_Siti_Siti@gmail.com,087618041820,3,1992,Samsung,Social Connection,Rumah Sakit,02:16:13
Halte Larry Jaguar,Jumat,12:38:10,Nabilah Siti Fitri,Perempuan,Nabilah_Siti_Fitri@gmail.com,086461837197,3,1975,Lenovo,Hiburan,Halte,02:40:24
Kafe Rotello Permata,Selasa,12:26:41,Nabilah Fitri Bayu,Laki-laki,Nabilah_Fitri_Bayu@gmail.com,084020610023,3,2000,Samsung,Hiburan,Kafe,02:16:56
Kafe Tjantik Specta,Rabu,10:53:59,Nabilah Fitri Fajar,Perempuan,Nabilah_Fitri_Fajar@gmail.com,084951768172,3,1984,Samsung,Game,Kafe,01:24:29
Restoran Sky Pesona,Kamis,08:02:54,Nabilah Fitri Ilham,Laki-laki,Nabilah_Fitri_Ilham@gmail.com,089805815724,XL,1994,Huawei,Social Connection,Restoran,01:42:30
Mall Larry Larry,Senin,16:11:38,Nabilah Fitri Wahyu,Laki-laki,Nabilah_Fitri_Wahyu@gmail.com,083968121518,Indosat,1981,Xiaomi,Hiburan,Mall,00:11:09
Restoran Rainbow Gemilang,Rabu,19:13:06,Nabilah Fitri Rizki,Perempuan,Nabilah_Fitri_Rizki@gmail.com,084023823730,3,1984,Iphone,Work Stuff,Restoran,02:52:49
RS Sunshine Domo,Senin,10:36:27,Nabilah Fitri Naufal,Perempuan,Nabilah_Fitri_Naufal@gmail.com,082538315784,Telkomsel,1978,Samsung,Social Connection,Rumah Sakit,01:01:59
Mall Larry Jaguar,Senin,15:31:14,Nabilah Fitri Tono,Perempuan,Nabilah_Fitri_Tono@gmail.com,087760364926,Telkomsel,1970,Infinix,Sosial Media,Mall,02:40:00
Mall Larry Larry,Rabu,12:23:22,Nabilah Fitri Bagus,Perempuan,Nabilah_Fitri_Bagus@gmail.com,086068007309,Indosat,1996,Xiaomi,Sosial Media,Mall,00:58:02
Restoran Rainbow Rotello,Minggu,20:15:33,Nabilah Fitri Asep,Laki-laki,Nabilah_Fitri_Asep@gmail.com,081800940805,XL,1982,Oppo,Game,Restoran,01:12:43
Mall Sunshine Jaguar,Kamis,12:49:17,Nabilah Fitri Kartika,Perempuan,Nabilah_Fitri_Kartika@gmail.com,084681309726,3,1998,Iphone,Hiburan,Mall,01:10:42
Restoran Star Rotello,Kamis,21:47:52,Nabilah Fitri Ayu,Laki-laki,Nabilah_Fitri_Ayu@gmail.com,083794547060,XL,1991,Xiaomi,Social Connection,Restoran,01:54:42
RS Star Rotello,Senin,15:23:41,Nabilah Fitri Alma,Perempuan,Nabilah_Fitri_Alma@gmail.com,086121482922,Telkomsel,1983,Infinix,Social Connection,Rumah Sakit,02:46:37
RS Larry Sunshine,Sabtu,17:32:46,Nabilah Fitri Nabilah,Perempuan,Nabilah_Fitri_Nabilah@gmail.com,082594531571,XL,1982,Iphone,Game,Rumah Sakit,02:44:26
Halte Permata Domo,Jumat,11:07:15,Nabilah Fitri Putri,Laki-laki,Nabilah_Fitri_Putri@gmail.com,089559779906,Indosat,1989,Realme,Work Stuff,Halte,02:36:57
RS Rotello Larry,Senin,15:27:17,Nabilah Fitri Lia,Perempuan,Nabilah_Fitri_Lia@gmail.com,084972652499,Telkomsel,1995,Vivo,Work Stuff,Rumah Sakit,02:17:22
Kafe Star Gudetama,Minggu,21:28:47,Nabilah Fitri Sari,Laki-laki,Nabilah_Fitri_Sari@gmail.com,089467844408,Indosat,1979,Realme,Work Stuff,Kafe,01:47:24
Restoran Jaguar Rotello,Rabu,17:40:17,Nabilah Fitri Siti,Laki-laki,Nabilah_Fitri_Siti@gmail.com,084213432488,3,2001,Lenovo,Social Connection,Restoran,00:37:13
Restoran Larry Rotello,Jumat,15:03:58,Nabilah Fitri Fitri,Perempuan,Nabilah_Fitri_Fitri@gmail.com,089353717397,Indosat,1978,Lenovo,Social Connection,Restoran,01:33:44
Mall Rotello Larry,Selasa,18:47:54,Putri Bayu Bayu,Perempuan,Putri_Bayu_Bayu@gmail.com,085073122065,Indosat,1985,Huawei,Social Connection,Mall,02:59:02
Kafe Jaguar Specta,Rabu,11:47:10,Putri Bayu Fajar,Laki-laki,Putri_Bayu_Fajar@gmail.com,087424285125,XL,1979,ASUS,Work Stuff,Kafe,00:23:55
Halte Tjantik Sunshine,Kamis,11:57:30,Putri Bayu Ilham,Perempuan,Putri_Bayu_Ilham@gmail.com,088762557527,Smartfren,1993,Infinix,Game,Halte,01:54:44
Mall Pesona Sky,Sabtu,11:04:15,Putri Bayu Wahyu,Perempuan,Putri_Bayu_Wahyu@gmail.com,084267546527,Smartfren,1998,Vivo,Sosial Media,Mall,02:57:09
Halte Permata Sunshine,Selasa,07:05:32,Putri Bayu Rizki,Laki-laki,Putri_Bayu_Rizki@gmail.com,085720583785,XL,1977,Huawei,Hiburan,Halte,02:41:24
Kafe Tjantik Tjantik,Sabtu,17:33:27,Putri Bayu Naufal,Laki-laki,Putri_Bayu_Naufal@gmail.com,088280374484,Telkomsel,1975,Oppo,Game,Kafe,02:14:44
RS Jaguar Pesona,Minggu,14:31:57,Putri Bayu Tono,Perempuan,Putri_Bayu_Tono@gmail.com,084352135853,XL,1995,Realme,Work Stuff,Rumah Sakit,01:51:16
Restoran Sky Tjantik,Minggu,12:24:36,Putri Bayu Bagus,Laki-laki,Putri_Bayu_Bagus@gmail.com,088267962953,3,1990,Iphone,Game,Restoran,01:55:45
RS Rotello Larry,Selasa,08:53:55,Putri Bayu Asep,Laki-laki,Putri_Bayu_Asep@gmail.com,086511470930,Indosat,1975,Lenovo,Hiburan,Rumah Sakit,00:48:25
RS Sunshine Sunshine,Rabu,20:26:47,Putri Bayu Kartika,Laki-laki,Putri_Bayu_Kartika@gmail.com,086673875257,Indosat,1993,Vivo,Sosial Media,Rumah Sakit,02:11:47
Mall Tjantik Larry,Jumat,19:41:30,Putri Bayu Ayu,Perempuan,Putri_Bayu_Ayu@gmail.com,083998850879,Indosat,1989,Huawei,Game,Mall,00:06:46
RS Rainbow Sunshine,Kamis,21:43:41,Putri Bayu Alma,Perempuan,Putri_Bayu_Alma@gmail.com,085792666660,XL,1978,Infinix,Hiburan,Rumah Sakit,00:23:14
Mall Permata Rainbow,Senin,07:40:57,Putri Bayu Nabilah,Perempuan,Putri_Bayu_Nabilah@gmail.com,082035971606,3,1997,Oppo,Sosial Media,Mall,01:37:51
RS Gemilang Sky,Rabu,12:11:17,Putri Bayu Putri,Laki-laki,Putri_Bayu_Putri@gmail.com,081617116915,Telkomsel,1976,Oppo,Hiburan,Rumah Sakit,02:28:54
Restoran Domo Gudetama,Rabu,07:30:41,Putri Bayu Lia,Laki-laki,Putri_Bayu_Lia@gmail.com,085565410686,Smartfren,1993,Iphone,Game,Restoran,00:14:38
Halte Specta Sunshine,Rabu,07:35:45,Putri Bayu Sari,Perempuan,Putri_Bayu_Sari@gmail.com,089732842419,Indosat,1977,Realme,Hiburan,Halte,00:39:10
Kafe Rotello Domo,Sabtu,14:50:23,Putri Bayu Siti,Perempuan,Putri_Bayu_Siti@gmail.com,088075000646,Telkomsel,2000,Huawei,Social Connection,Kafe,02:52:08
Kafe Gudetama Domo,Sabtu,10:04:11,Putri Bayu Fitri,Perempuan,Putri_Bayu_Fitri@gmail.com,088234009880,Smartfren,1996,Realme,Game,Kafe,02:30:29
Restoran Star Pesona,Minggu,14:26:34,Putri Fajar Bayu,Laki-laki,Putri_Fajar_Bayu@gmail.com,087190000149,XL,1994,Vivo,Game,Restoran,01:44:18
Halte Tjantik Rainbow,Selasa,14:29:02,Putri Fajar Fajar,Perempuan,Putri_Fajar_Fajar@gmail.com,088910656090,Telkomsel,1985,Iphone,Game,Halte,00:28:18
Halte Star Sky,Sabtu,15:41:54,Putri Fajar Ilham,Perempuan,Putri_Fajar_Ilham@gmail.com,082926051427,Smartfren,1974,Infinix,Hiburan,Halte,01:30:09
Kafe Domo Gudetama,Sabtu,14:11:40,Putri Fajar Wahyu,Perempuan,Putri_Fajar_Wahyu@gmail.com,085222687209,XL,2000,Lenovo,Game,Kafe,00:57:35
Halte Gudetama Larry,Rabu,09:14:03,Putri Fajar Rizki,Perempuan,Putri_Fajar_Rizki@gmail.com,085874957908,3,1982,Vivo,Social Connection,Halte,02:59:17
RS Tjantik Pesona,Sabtu,18:00:24,Putri Fajar Naufal,Perempuan,Putri_Fajar_Naufal@gmail.com,088206977932,Telkomsel,1992,Lenovo,Sosial Media,Rumah Sakit,01:38:29
Halte Larry Permata,Minggu,16:18:34,Putri Fajar Tono,Laki-laki,Putri_Fajar_Tono@gmail.com,085644726236,Telkomsel,1995,Oppo,Hiburan,Halte,00:34:59
RS Larry Gemilang,Kamis,16:23:05,Putri Fajar Bagus,Perempuan,Putri_Fajar_Bagus@gmail.com,082479327743,3,1971,Xiaomi,Work Stuff,Rumah Sakit,01:08:41
Halte Larry Rotello,Minggu,20:05:02,Putri Fajar Asep,Laki-laki,Putri_Fajar_Asep@gmail.com,086408131946,Smartfren,1983,Vivo,Social Connection,Halte,01:25:02
RS Rotello Rainbow,Senin,10:19:41,Putri Fajar Kartika,Perempuan,Putri_Fajar_Kartika@gmail.com,089742541528,Indosat,1985,Lenovo,Work Stuff,Rumah Sakit,02:43:30
Restoran Rainbow Permata,Minggu,09:09:49,Putri Fajar Ayu,Laki-laki,Putri_Fajar_Ayu@gmail.com,087857676304,Telkomsel,1973,Huawei,Game,Restoran,01:40:08
Halte Sunshine Rotello,Minggu,13:18:53,Putri Fajar Alma,Laki-laki,Putri_Fajar_Alma@gmail.com,084531848823,Indosat,1997,Xiaomi,Social Connection,Halte,01:45:10
RS Rotello Permata,Senin,19:57:32,Putri Fajar Nabilah,Laki-laki,Putri_Fajar_Nabilah@gmail.com,087334954403,3,1976,Lenovo,Work Stuff,Rumah Sakit,01:19:01
RS Rainbow Domo,Kamis,08:43:55,Putri Fajar Putri,Laki-laki,Putri_Fajar_Putri@gmail.com,082420861328,XL,1992,Xiaomi,Social Connection,Rumah Sakit,00:35:51
Mall Gemilang Gemilang,Selasa,13:39:01,Putri Fajar Lia,Laki-laki,Putri_Fajar_Lia@gmail.com,085390357017,Indosat,2001,Huawei,Work Stuff,Mall,01:46:13
Restoran Star Tjantik,Minggu,21:58:35,Putri Fajar Sari,Perempuan,Putri_Fajar_Sari@gmail.com,089001485726,XL,1997,Iphone,Social Connection,Restoran,02:16:17
Kafe Gudetama Sunshine,Senin,12:53:32,Putri Fajar Siti,Laki-laki,Putri_Fajar_Siti@gmail.com,085432364207,XL,1975,Oppo,Sosial Media,Kafe,01:49:00
Restoran Sunshine Jaguar,Selasa,10:44:32,Putri Fajar Fitri,Laki-laki,Putri_Fajar_Fitri@gmail.com,084361324865,Telkomsel,1987,Samsung,Hiburan,Restoran,00:38:43
Restoran Gemilang Larry,Senin,09:25:52,Putri Ilham Bayu,Laki-laki,Putri_Ilham_Bayu@gmail.com,088095267408,XL,1991,Vivo,Work Stuff,Restoran,00:50:14
Kafe Sky Star,Rabu,18:28:23,Putri Ilham Fajar,Perempuan,Putri_Ilham_Fajar@gmail.com,088808264841,Smartfren,1972,Oppo,Work Stuff,Kafe,02:21:15
RS Star Pesona,Jumat,07:08:01,Putri Ilham Ilham,Perempuan,Putri_Ilham_Ilham@gmail.com,086939166857,Indosat,1992,Oppo,Work Stuff,Rumah Sakit,01:33:05
RS Tjantik Sunshine,Minggu,21:17:33,Putri Ilham Wahyu,Perempuan,Putri_Ilham_Wahyu@gmail.com,081919810114,XL,1976,Iphone,Social Connection,Rumah Sakit,01:24:38
Restoran Sunshine Jaguar,Sabtu,14:20:51,Putri Ilham Rizki,Perempuan,Putri_Ilham_Rizki@gmail.com,086054408773,3,1975,Xiaomi,Sosial Media,Restoran,00:47:23
Restoran Sunshine Rainbow,Sabtu,09:55:19,Putri Ilham Naufal,Laki-laki,Putri_Ilham_Naufal@gmail.com,084009054036,Telkomsel,1996,ASUS,Work Stuff,Restoran,01:45:01
Mall Sunshine Rotello,Sabtu,21:52:11,Putri Ilham Tono,Laki-laki,Putri_Ilham_Tono@gmail.com,084740051709,3,2003,Samsung,Game,Mall,01:19:53
Mall Sky Pesona,Rabu,11:03:22,Putri Ilham Bagus,Laki-laki,Putri_Ilham_Bagus@gmail.com,084103652382,3,1981,Oppo,Game,Mall,01:40:42
Kafe Jaguar Larry,Jumat,10:45:31,Putri Ilham Asep,Laki-laki,Putri_Ilham_Asep@gmail.com,085030227381,Smartfren,1993,Lenovo,Game,Kafe,02:44:53
Kafe Domo Specta,Selasa,17:47:53,Putri Ilham Kartika,Perempuan,Putri_Ilham_Kartika@gmail.com,083952079248,Telkomsel,1994,Realme,Game,Kafe,01:25:08
Halte Larry Rotello,Senin,15:21:50,Putri Ilham Ayu,Perempuan,Putri_Ilham_Ayu@gmail.com,087616350252,Smartfren,1974,Xiaomi,Hiburan,Halte,01:08:04
Restoran Specta Rainbow,Selasa,14:25:10,Putri Ilham Alma,Laki-laki,Putri_Ilham_Alma@gmail.com,086179872563,3,1992,Iphone,Hiburan,Restoran,00:16:44
RS Specta Permata,Rabu,21:40:05,Putri Ilham Nabilah,Perempuan,Putri_Ilham_Nabilah@gmail.com,082419003438,Telkomsel,1979,Iphone,Work Stuff,Rumah Sakit,00:16:02
Kafe Tjantik Larry,Sabtu,12:42:26,Putri Ilham Putri,Perempuan,Putri_Ilham_Putri@gmail.com,086477383830,Telkomsel,1983,Vivo,Social Connection,Kafe,02:47:15
RS Permata Rainbow,Selasa,07:33:08,Putri Ilham Lia,Laki-laki,Putri_Ilham_Lia@gmail.com,085828378798,Telkomsel,1978,Realme,Social Connection,Rumah Sakit,02:15:12
RS Domo Sky,Senin,07:40:16,Putri Ilham Sari,Laki-laki,Putri_Ilham_Sari@gmail.com,089501524610,Indosat,1982,Infinix,Work Stuff,Rumah Sakit,01:58:14
Mall Rainbow Rotello,Rabu,18:39:19,Putri Ilham Siti,Laki-laki,Putri_Ilham_Siti@gmail.com,086700374313,XL,1987,Huawei,Game,Mall,01:01:07
Halte Jaguar Rainbow,Senin,18:23:05,Putri Ilham Fitri,Laki-laki,Putri_Ilham_Fitri@gmail.com,089523708189,Indosat,1972,Xiaomi,Work Stuff,Halte,02:46:58
Kafe Gudetama Pesona,Sabtu,19:58:34,Putri Wahyu Bayu,Laki-laki,Putri_Wahyu_Bayu@gmail.com,083593893403,Smartfren,1982,Lenovo,Hiburan,Kafe,01:45:45
RS Larry Tjantik,Kamis,15:59:24,Putri Wahyu Fajar,Laki-laki,Putri_Wahyu_Fajar@gmail.com,087871334561,Smartfren,2001,Xiaomi,Hiburan,Rumah Sakit,00:12:09
Kafe Larry Star,Senin,16:48:25,Putri Wahyu Ilham,Perempuan,Putri_Wahyu_Ilham@gmail.com,089693195268,XL,2005,ASUS,Social Connection,Kafe,01:24:25
Restoran Specta Rotello,Senin,17:45:36,Putri Wahyu Wahyu,Laki-laki,Putri_Wahyu_Wahyu@gmail.com,085338507699,XL,2002,ASUS,Game,Restoran,01:58:51
Kafe Rainbow Specta,Selasa,08:03:48,Putri Wahyu Rizki,Laki-laki,Putri_Wahyu_Rizki@gmail.com,085930235257,Telkomsel,1973,Lenovo,Game,Kafe,02:23:42
RS Sky Pesona,Kamis,11:58:02,Putri Wahyu Naufal,Laki-laki,Putri_Wahyu_Naufal@gmail.com,086286330715,Indosat,2005,Oppo,Hiburan,Rumah Sakit,00:28:55
RS Rainbow Larry,Selasa,16:00:15,Putri Wahyu Tono,Laki-laki,Putri_Wahyu_Tono@gmail.com,082305787214,Smartfren,1974,Iphone,Hiburan,Rumah Sakit,01:15:19
Mall Star Gemilang,Jumat,11:57:24,Putri Wahyu Bagus,Perempuan,Putri_Wahyu_Bagus@gmail.com,083918643220,3,1992,ASUS,Sosial Media,Mall,01:22:08
Restoran Tjantik Rotello,Sabtu,15:48:36,Putri Wahyu Asep,Perempuan,Putri_Wahyu_Asep@gmail.com,087162405304,Telkomsel,1981,Xiaomi,Sosial Media,Restoran,00:45:13
Halte Permata Domo,Rabu,14:23:41,Putri Wahyu Kartika,Perempuan,Putri_Wahyu_Kartika@gmail.com,081330237370,Smartfren,2001,Realme,Sosial Media,Halte,01:12:50
Mall Star Tjantik,Rabu,12:39:23,Putri Wahyu Ayu,Perempuan,Putri_Wahyu_Ayu@gmail.com,086478841542,XL,1973,Realme,Sosial Media,Mall,01:50:34
Mall Permata Tjantik,Selasa,11:41:05,Putri Wahyu Alma,Perempuan,Putri_Wahyu_Alma@gmail.com,088109504281,Telkomsel,1998,Huawei,Social Connection,Mall,00:39:34
Halte Specta Gudetama,Minggu,07:41:33,Putri Wahyu Nabilah,Perempuan,Putri_Wahyu_Nabilah@gmail.com,084751845037,Smartfren,1996,Oppo,Social Connection,Halte,01:59:48
RS Tjantik Tjantik,Jumat,11:34:34,Putri Wahyu Putri,Laki-laki,Putri_Wahyu_Putri@gmail.com,082347552673,Indosat,1994,Samsung,Game,Rumah Sakit,01:02:02
Kafe Sky Domo,Rabu,12:45:16,Putri Wahyu Lia,Perempuan,Putri_Wahyu_Lia@gmail.com,082181990389,Smartfren,1990,ASUS,Sosial Media,Kafe,00:52:22
Mall Sunshine Sunshine,Selasa,11:39:33,Putri Wahyu Sari,Perempuan,Putri_Wahyu_Sari@gmail.com,085723277713,Indosat,1986,Oppo,Game,Mall,00:32:28
Kafe Sky Specta,Jumat,21:32:58,Putri Wahyu Siti,Laki-laki,Putri_Wahyu_Siti@gmail.com,081228094848,Smartfren,1987,Samsung,Hiburan,Kafe,01:32:55
Halte Gemilang Domo,Kamis,18:21:22,Putri Wahyu Fitri,Perempuan,Putri_Wahyu_Fitri@gmail.com,088906358937,Smartfren,2003,ASUS,Social Connection,Halte,00:44:56
Kafe Domo Rainbow,Minggu,09:33:54,Putri Rizki Bayu,Perempuan,Putri_Rizki_Bayu@gmail.com,082496758841,Indosat,1987,Vivo,Sosial Media,Kafe,02:54:13
RS Rotello Jaguar,Senin,12:56:52,Putri Rizki Fajar,Perempuan,Putri_Rizki_Fajar@gmail.com,088310719489,XL,1981,ASUS,Game,Rumah Sakit,01:30:42
Kafe Rainbow Gemilang,Minggu,10:05:39,Putri Rizki Ilham,Laki-laki,Putri_Rizki_Ilham@gmail.com,083574182097,Telkomsel,1978,Oppo,Work Stuff,Kafe,02:59:40
Restoran Larry Rotello,Selasa,20:39:39,Putri Rizki Wahyu,Laki-laki,Putri_Rizki_Wahyu@gmail.com,084803267519,Indosat,1991,Iphone,Social Connection,Restoran,02:27:51
Restoran Jaguar Permata,Jumat,17:49:49,Putri Rizki Rizki,Perempuan,Putri_Rizki_Rizki@gmail.com,086691286683,3,2001,Infinix,Sosial Media,Restoran,01:47:48
RS Star Gudetama,Senin,09:14:38,Putri Rizki Naufal,Laki-laki,Putri_Rizki_Naufal@gmail.com,088721355457,Smartfren,2003,Vivo,Hiburan,Rumah Sakit,01:09:19
Kafe Gemilang Sky,Kamis,10:57:56,Putri Rizki Tono,Perempuan,Putri_Rizki_Tono@gmail.com,087562809187,Indosat,1981,Iphone,Sosial Media,Kafe,01:39:36
Halte Sunshine Larry,Senin,21:19:36,Putri Rizki Bagus,Laki-laki,Putri_Rizki_Bagus@gmail.com,089826864479,XL,1982,Oppo,Hiburan,Halte,02:24:49
Restoran Domo Specta,Sabtu,10:20:22,Putri Rizki Asep,Perempuan,Putri_Rizki_Asep@gmail.com,088371378950,Telkomsel,2001,Xiaomi,Game,Restoran,02:48:33
Restoran Star Rotello,Senin,09:49:56,Putri Rizki Kartika,Perempuan,Putri_Rizki_Kartika@gmail.com,089140041925,XL,1986,Xiaomi,Hiburan,Restoran,02:48:02
Kafe Gudetama Star,Rabu,15:40:16,Putri Rizki Ayu,Laki-laki,Putri_Rizki_Ayu@gmail.com,082331780684,XL,1971,Vivo,Hiburan,Kafe,00:41:31
Mall Sunshine Permata,Rabu,11:37:14,Putri Rizki Alma,Laki-laki,Putri_Rizki_Alma@gmail.com,086375827637,Smartfren,1973,ASUS,Social Connection,Mall,01:21:48
Halte Rainbow Pesona,Kamis,11:21:15,Putri Rizki Nabilah,Laki-laki,Putri_Rizki_Nabilah@gmail.com,088161050923,Indosat,2000,Oppo,Game,Halte,00:19:07
Kafe Sunshine Domo,Selasa,14:35:51,Putri Rizki Putri,Laki-laki,Putri_Rizki_Putri@gmail.com,087387981599,3,1985,Infinix,Social Connection,Kafe,00:55:16
Halte Sunshine Sky,Jumat,12:55:14,Putri Rizki Lia,Laki-laki,Putri_Rizki_Lia@gmail.com,087791174328,3,1972,Lenovo,Sosial Media,Halte,00:33:06
Kafe Domo Specta,Selasa,19:05:36,Putri Rizki Sari,Laki-laki,Putri_Rizki_Sari@gmail.com,084387069088,3,2004,Huawei,Hiburan,Kafe,00:39:12
Mall Sunshine Star,Sabtu,18:45:40,Putri Rizki Siti,Perempuan,Putri_Rizki_Siti@gmail.com,081756968158,Telkomsel,1977,Infinix,Work Stuff,Mall,01:57:52
Restoran Star Gemilang,Rabu,16:27:04,Putri Rizki Fitri,Perempuan,Putri_Rizki_Fitri@gmail.com,083417937229,3,1988,Iphone,Social Connection,Restoran,02:50:41
Restoran Gemilang Gemilang,Selasa,21:54:55,Putri Naufal Bayu,Perempuan,Putri_Naufal_Bayu@gmail.com,081266125456,3,1984,Realme,Game,Restoran,02:18:14
RS Star Permata,Sabtu,13:49:19,Putri Naufal Fajar,Laki-laki,Putri_Naufal_Fajar@gmail.com,089824072653,Telkomsel,1992,Huawei,Hiburan,Rumah Sakit,02:02:23
Halte Specta Domo,Selasa,18:13:50,Putri Naufal Ilham,Laki-laki,Putri_Naufal_Ilham@gmail.com,082391366368,3,1992,Infinix,Sosial Media,Halte,02:29:58
Mall Sky Specta,Rabu,09:38:03,Putri Naufal Wahyu,Perempuan,Putri_Naufal_Wahyu@gmail.com,083086519432,Indosat,1988,Iphone,Hiburan,Mall,00:45:17
Kafe Sunshine Larry,Jumat,14:01:09,Putri Naufal Rizki,Perempuan,Putri_Naufal_Rizki@gmail.com,086935386222,XL,1987,ASUS,Social Connection,Kafe,02:51:20
RS Rotello Jaguar,Rabu,09:18:53,Putri Naufal Naufal,Laki-laki,Putri_Naufal_Naufal@gmail.com,083326877880,XL,2005,Realme,Social Connection,Rumah Sakit,00:19:08
Halte Gemilang Jaguar,Senin,10:00:43,Putri Naufal Tono,Perempuan,Putri_Naufal_Tono@gmail.com,087999033588,Indosat,2001,Oppo,Game,Halte,02:04:31
Restoran Jaguar Domo,Minggu,16:34:12,Putri Naufal Bagus,Perempuan,Putri_Naufal_Bagus@gmail.com,085360103904,Smartfren,1980,Iphone,Social Connection,Restoran,01:59:29
Restoran Tjantik Sunshine,Sabtu,21:27:00,Putri Naufal Asep,Laki-laki,Putri_Naufal_Asep@gmail.com,083184990372,3,1999,Oppo,Sosial Media,Restoran,00:40:38
RS Larry Sky,Jumat,09:18:32,Putri Naufal Kartika,Laki-laki,Putri_Naufal_Kartika@gmail.com,081787763588,Smartfren,1975,Samsung,Game,Rumah Sakit,00:09:02
Restoran Larry Jaguar,Sabtu,14:37:46,Putri Naufal Ayu,Laki-laki,Putri_Naufal_Ayu@gmail.com,081831180153,Indosat,1992,Xiaomi,Game,Restoran,02:01:56
Kafe Specta Sky,Kamis,21:23:52,Putri Naufal Alma,Laki-laki,Putri_Naufal_Alma@gmail.com,086085831844,Indosat,1971,Lenovo,Game,Kafe,01:55:33
Mall Permata Permata,Selasa,13:37:32,Putri Naufal Nabilah,Perempuan,Putri_Naufal_Nabilah@gmail.com,088378456406,Indosat,1998,Iphone,Sosial Media,Mall,02:10:29
RS Gudetama Jaguar,Senin,15:23:17,Putri Naufal Putri,Perempuan,Putri_Naufal_Putri@gmail.com,085925107222,Smartfren,1973,Samsung,Social Connection,Rumah Sakit,01:51:45
